reasoner,ontology,classcount,time
Openllet,Ontology-plant_trait.obo_ontology.ont,950,164
JFact,Ontology-plant_trait.obo_ontology.ont,950,232
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,28
Hermit,Ontology-plant_trait.obo_ontology.ont,950,63
Openllet,Ontology-plant_trait.obo_ontology.ont,950,164
JFact,Ontology-plant_trait.obo_ontology.ont,950,218
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,24
Hermit,Ontology-plant_trait.obo_ontology.ont,950,56
Openllet,Ontology-plant_trait.obo_ontology.ont,950,162
JFact,Ontology-plant_trait.obo_ontology.ont,950,231
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,22
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,166
JFact,Ontology-plant_trait.obo_ontology.ont,950,229
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,23
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,165
JFact,Ontology-plant_trait.obo_ontology.ont,950,220
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,26
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,167
JFact,Ontology-plant_trait.obo_ontology.ont,950,229
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,25
Hermit,Ontology-plant_trait.obo_ontology.ont,950,63
Openllet,Ontology-plant_trait.obo_ontology.ont,950,162
JFact,Ontology-plant_trait.obo_ontology.ont,950,223
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,27
Hermit,Ontology-plant_trait.obo_ontology.ont,950,56
Openllet,Ontology-plant_trait.obo_ontology.ont,950,170
JFact,Ontology-plant_trait.obo_ontology.ont,950,227
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,27
Hermit,Ontology-plant_trait.obo_ontology.ont,950,56
Openllet,Ontology-plant_trait.obo_ontology.ont,950,166
JFact,Ontology-plant_trait.obo_ontology.ont,950,222
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,23
Hermit,Ontology-plant_trait.obo_ontology.ont,950,63
Openllet,Ontology-plant_trait.obo_ontology.ont,950,163
JFact,Ontology-plant_trait.obo_ontology.ont,950,221
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,26
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,163
JFact,Ontology-plant_trait.obo_ontology.ont,950,221
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,23
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,167
JFact,Ontology-plant_trait.obo_ontology.ont,950,218
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,21
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,166
JFact,Ontology-plant_trait.obo_ontology.ont,950,225
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,31
Hermit,Ontology-plant_trait.obo_ontology.ont,950,56
Openllet,Ontology-plant_trait.obo_ontology.ont,950,164
JFact,Ontology-plant_trait.obo_ontology.ont,950,219
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,25
Hermit,Ontology-plant_trait.obo_ontology.ont,950,56
Openllet,Ontology-plant_trait.obo_ontology.ont,950,166
JFact,Ontology-plant_trait.obo_ontology.ont,950,232
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,23
Hermit,Ontology-plant_trait.obo_ontology.ont,950,54
Openllet,Ontology-plant_trait.obo_ontology.ont,950,163
JFact,Ontology-plant_trait.obo_ontology.ont,950,230
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,24
Hermit,Ontology-plant_trait.obo_ontology.ont,950,63
Openllet,Ontology-plant_trait.obo_ontology.ont,950,165
JFact,Ontology-plant_trait.obo_ontology.ont,950,228
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,21
Hermit,Ontology-plant_trait.obo_ontology.ont,950,54
Openllet,Ontology-plant_trait.obo_ontology.ont,950,163
JFact,Ontology-plant_trait.obo_ontology.ont,950,222
Fl0wer,Ontology-pathway.obo_ontology.ont,589,17
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,139
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,140
JFact,Ontology-pathway.obo_ontology.ont,589,175
Fl0wer,Ontology-pathway.obo_ontology.ont,589,16
Hermit,Ontology-pathway.obo_ontology.ont,589,38
Openllet,Ontology-pathway.obo_ontology.ont,589,139
JFact,Ontology-pathway.obo_ontology.ont,589,174
Fl0wer,Ontology-pathway.obo_ontology.ont,589,14
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,135
JFact,Ontology-pathway.obo_ontology.ont,589,174
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,139
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-pathway.obo_ontology.ont,589,16
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,139
JFact,Ontology-pathway.obo_ontology.ont,589,179
Fl0wer,Ontology-pathway.obo_ontology.ont,589,14
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,138
JFact,Ontology-pathway.obo_ontology.ont,589,179
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,135
JFact,Ontology-pathway.obo_ontology.ont,589,178
Fl0wer,Ontology-pathway.obo_ontology.ont,589,18
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,138
JFact,Ontology-pathway.obo_ontology.ont,589,178
Fl0wer,Ontology-pathway.obo_ontology.ont,589,17
Hermit,Ontology-pathway.obo_ontology.ont,589,38
Openllet,Ontology-pathway.obo_ontology.ont,589,139
JFact,Ontology-pathway.obo_ontology.ont,589,177
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,135
JFact,Ontology-pathway.obo_ontology.ont,589,177
Fl0wer,Ontology-pathway.obo_ontology.ont,589,18
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,137
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-pathway.obo_ontology.ont,589,17
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,136
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,138
JFact,Ontology-pathway.obo_ontology.ont,589,178
Fl0wer,Ontology-pathway.obo_ontology.ont,589,16
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,138
JFact,Ontology-pathway.obo_ontology.ont,589,179
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,141
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,137
JFact,Ontology-pathway.obo_ontology.ont,589,175
Fl0wer,Ontology-pathway.obo_ontology.ont,589,16
Hermit,Ontology-pathway.obo_ontology.ont,589,40
Openllet,Ontology-pathway.obo_ontology.ont,589,136
JFact,Ontology-pathway.obo_ontology.ont,589,177
Fl0wer,Ontology-pathway.obo_ontology.ont,589,15
Hermit,Ontology-pathway.obo_ontology.ont,589,39
Openllet,Ontology-pathway.obo_ontology.ont,589,136
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-pathway.obo_ontology.ont,589,17
Hermit,Ontology-pathway.obo_ontology.ont,589,38
Openllet,Ontology-pathway.obo_ontology.ont,589,139
JFact,Ontology-pathway.obo_ontology.ont,589,176
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,186
Hermit,Ontology-WBbt.obo_ontology.ont,6314,264
Openllet,Ontology-WBbt.obo_ontology.ont,6314,417
JFact,Ontology-WBbt.obo_ontology.ont,6314,7101
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,478
Hermit,Ontology-WBbt.obo_ontology.ont,6314,244
Openllet,Ontology-WBbt.obo_ontology.ont,6314,384
JFact,Ontology-WBbt.obo_ontology.ont,6314,7172
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,181
Hermit,Ontology-WBbt.obo_ontology.ont,6314,254
Openllet,Ontology-WBbt.obo_ontology.ont,6314,436
JFact,Ontology-WBbt.obo_ontology.ont,6314,7239
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,148
Hermit,Ontology-WBbt.obo_ontology.ont,6314,259
Openllet,Ontology-WBbt.obo_ontology.ont,6314,385
JFact,Ontology-WBbt.obo_ontology.ont,6314,7966
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,341
Hermit,Ontology-WBbt.obo_ontology.ont,6314,260
Openllet,Ontology-WBbt.obo_ontology.ont,6314,409
JFact,Ontology-WBbt.obo_ontology.ont,6314,7587
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,192
Hermit,Ontology-WBbt.obo_ontology.ont,6314,256
Openllet,Ontology-WBbt.obo_ontology.ont,6314,382
JFact,Ontology-WBbt.obo_ontology.ont,6314,7450
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,159
Hermit,Ontology-WBbt.obo_ontology.ont,6314,241
Openllet,Ontology-WBbt.obo_ontology.ont,6314,383
JFact,Ontology-WBbt.obo_ontology.ont,6314,7275
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,164
Hermit,Ontology-WBbt.obo_ontology.ont,6314,261
Openllet,Ontology-WBbt.obo_ontology.ont,6314,389
JFact,Ontology-WBbt.obo_ontology.ont,6314,7535
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,190
Hermit,Ontology-WBbt.obo_ontology.ont,6314,247
Openllet,Ontology-WBbt.obo_ontology.ont,6314,390
JFact,Ontology-WBbt.obo_ontology.ont,6314,7269
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,174
Hermit,Ontology-WBbt.obo_ontology.ont,6314,255
Openllet,Ontology-WBbt.obo_ontology.ont,6314,481
JFact,Ontology-WBbt.obo_ontology.ont,6314,7577
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,163
Hermit,Ontology-WBbt.obo_ontology.ont,6314,254
Openllet,Ontology-WBbt.obo_ontology.ont,6314,383
JFact,Ontology-WBbt.obo_ontology.ont,6314,7691
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,179
Hermit,Ontology-WBbt.obo_ontology.ont,6314,256
Openllet,Ontology-WBbt.obo_ontology.ont,6314,494
JFact,Ontology-WBbt.obo_ontology.ont,6314,7345
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,180
Hermit,Ontology-WBbt.obo_ontology.ont,6314,260
Openllet,Ontology-WBbt.obo_ontology.ont,6314,432
JFact,Ontology-WBbt.obo_ontology.ont,6314,7544
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,224
Hermit,Ontology-WBbt.obo_ontology.ont,6314,268
Openllet,Ontology-WBbt.obo_ontology.ont,6314,388
JFact,Ontology-WBbt.obo_ontology.ont,6314,7867
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,169
Hermit,Ontology-WBbt.obo_ontology.ont,6314,240
Openllet,Ontology-WBbt.obo_ontology.ont,6314,428
JFact,Ontology-WBbt.obo_ontology.ont,6314,6810
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,291
Hermit,Ontology-WBbt.obo_ontology.ont,6314,242
Openllet,Ontology-WBbt.obo_ontology.ont,6314,394
JFact,Ontology-WBbt.obo_ontology.ont,6314,7448
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,360
Hermit,Ontology-WBbt.obo_ontology.ont,6314,261
Openllet,Ontology-WBbt.obo_ontology.ont,6314,387
JFact,Ontology-WBbt.obo_ontology.ont,6314,7421
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,274
Hermit,Ontology-WBbt.obo_ontology.ont,6314,266
Openllet,Ontology-WBbt.obo_ontology.ont,6314,478
JFact,Ontology-WBbt.obo_ontology.ont,6314,7226
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,174
Hermit,Ontology-WBbt.obo_ontology.ont,6314,235
Openllet,Ontology-WBbt.obo_ontology.ont,6314,397
JFact,Ontology-WBbt.obo_ontology.ont,6314,7552
Fl0wer,Ontology-WBbt.obo_ontology.ont,6314,379
Hermit,Ontology-WBbt.obo_ontology.ont,6314,274
Openllet,Ontology-WBbt.obo_ontology.ont,6314,478
JFact,Ontology-WBbt.obo_ontology.ont,6314,7602
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,61
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,125
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,210
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,780
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,61
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,101
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,204
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,786
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,57
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,125
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,208
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,886
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,62
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,100
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,207
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,840
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,115
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,172
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,208
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,811
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,69
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,123
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,204
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,995
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,62
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,122
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,209
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,921
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,68
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,115
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,203
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,738
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,67
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,93
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,204
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,789
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,70
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,157
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,206
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,713
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,100
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,113
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,208
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,708
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,78
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,92
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,204
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,796
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,65
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,101
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,208
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,766
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,96
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,103
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,204
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,831
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,64
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,96
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,210
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,823
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,68
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,99
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,302
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,1016
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,112
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,105
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,204
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,807
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,76
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,98
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,208
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,835
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,64
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,105
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,205
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,832
Fl0wer,Ontology-mosquito_anatomy.obo_ontology.ont,1861,148
Hermit,Ontology-mosquito_anatomy.obo_ontology.ont,1861,106
Openllet,Ontology-mosquito_anatomy.obo_ontology.ont,1861,207
JFact,Ontology-mosquito_anatomy.obo_ontology.ont,1861,813
Fl0wer,gene_ontology_ontology.ont,25070,871
Hermit,gene_ontology_ontology.ont,25070,941
Openllet,gene_ontology_ontology.ont,25070,1484
JFact,gene_ontology_ontology.ont,25070,65270
Fl0wer,gene_ontology_ontology.ont,25070,967
Hermit,gene_ontology_ontology.ont,25070,931
Openllet,gene_ontology_ontology.ont,25070,1391
JFact,gene_ontology_ontology.ont,25070,64088
Fl0wer,gene_ontology_ontology.ont,25070,718
Hermit,gene_ontology_ontology.ont,25070,932
Openllet,gene_ontology_ontology.ont,25070,1446
JFact,gene_ontology_ontology.ont,25070,64374
Fl0wer,gene_ontology_ontology.ont,25070,671
Hermit,gene_ontology_ontology.ont,25070,946
Openllet,gene_ontology_ontology.ont,25070,1282
JFact,gene_ontology_ontology.ont,25070,64615
Fl0wer,gene_ontology_ontology.ont,25070,880
Hermit,gene_ontology_ontology.ont,25070,945
Openllet,gene_ontology_ontology.ont,25070,1362
JFact,gene_ontology_ontology.ont,25070,65814
Fl0wer,gene_ontology_ontology.ont,25070,762
Hermit,gene_ontology_ontology.ont,25070,950
Openllet,gene_ontology_ontology.ont,25070,1223
JFact,gene_ontology_ontology.ont,25070,66473
Fl0wer,gene_ontology_ontology.ont,25070,963
Hermit,gene_ontology_ontology.ont,25070,970
Openllet,gene_ontology_ontology.ont,25070,1332
JFact,gene_ontology_ontology.ont,25070,64828
Fl0wer,gene_ontology_ontology.ont,25070,833
Hermit,gene_ontology_ontology.ont,25070,932
Openllet,gene_ontology_ontology.ont,25070,1328
JFact,gene_ontology_ontology.ont,25070,62938
Fl0wer,gene_ontology_ontology.ont,25070,874
Hermit,gene_ontology_ontology.ont,25070,961
Openllet,gene_ontology_ontology.ont,25070,1262
JFact,gene_ontology_ontology.ont,25070,65877
Fl0wer,gene_ontology_ontology.ont,25070,821
Hermit,gene_ontology_ontology.ont,25070,941
Openllet,gene_ontology_ontology.ont,25070,1386
JFact,gene_ontology_ontology.ont,25070,66904
Fl0wer,gene_ontology_ontology.ont,25070,1116
Hermit,gene_ontology_ontology.ont,25070,945
Openllet,gene_ontology_ontology.ont,25070,1331
JFact,gene_ontology_ontology.ont,25070,67482
Fl0wer,gene_ontology_ontology.ont,25070,1021
Hermit,gene_ontology_ontology.ont,25070,944
Openllet,gene_ontology_ontology.ont,25070,1211
JFact,gene_ontology_ontology.ont,25070,65610
Fl0wer,gene_ontology_ontology.ont,25070,1067
Hermit,gene_ontology_ontology.ont,25070,963
Openllet,gene_ontology_ontology.ont,25070,1183
JFact,gene_ontology_ontology.ont,25070,65612
Fl0wer,gene_ontology_ontology.ont,25070,801
Hermit,gene_ontology_ontology.ont,25070,961
Openllet,gene_ontology_ontology.ont,25070,1349
JFact,gene_ontology_ontology.ont,25070,65190
Fl0wer,gene_ontology_ontology.ont,25070,633
Hermit,gene_ontology_ontology.ont,25070,938
Openllet,gene_ontology_ontology.ont,25070,1363
JFact,gene_ontology_ontology.ont,25070,64011
Fl0wer,gene_ontology_ontology.ont,25070,830
Hermit,gene_ontology_ontology.ont,25070,937
Openllet,gene_ontology_ontology.ont,25070,1378
JFact,gene_ontology_ontology.ont,25070,63482
Fl0wer,gene_ontology_ontology.ont,25070,757
Hermit,gene_ontology_ontology.ont,25070,970
Openllet,gene_ontology_ontology.ont,25070,1421
JFact,gene_ontology_ontology.ont,25070,64687
Fl0wer,gene_ontology_ontology.ont,25070,915
Hermit,gene_ontology_ontology.ont,25070,961
Openllet,gene_ontology_ontology.ont,25070,1338
JFact,gene_ontology_ontology.ont,25070,64310
Fl0wer,gene_ontology_ontology.ont,25070,772
Hermit,gene_ontology_ontology.ont,25070,957
Openllet,gene_ontology_ontology.ont,25070,1408
JFact,gene_ontology_ontology.ont,25070,64700
Fl0wer,gene_ontology_ontology.ont,25070,793
Hermit,gene_ontology_ontology.ont,25070,969
Openllet,gene_ontology_ontology.ont,25070,1265
JFact,gene_ontology_ontology.ont,25070,64185
